Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away,HS,AS,HST,AST,B365H,B365D,B365A,HTHG,HTAG
9.0,seg,2021-10-25,21:15,Boavista,0.7,0.1,Belenenses,2043.0,Estádio do Bessa Século XXI,João Pinheiro,/pt/partidas/2106c748/Boavista-Belenenses-SAD-2021Outubro25-Primeira-Liga,0,0,4-2-3-1,3-5-2,19.0,17.0,5.0,1.0,23.0,11.0,640.0,651.0,18.0,15.0,14.0,8.0,10.0,18.0,3.0,2.0,8.0,10.0,73.0,82.0,4.0,0.0,0.0,4.0,0.0,0.0,Alireza Beiranvand,Reggie Cannon,Javi García,Kenji Gorré,Petar Musa,Tomás Reymão,Nathan,Yanis Hamache,Rodrigo Abascal,Gaius Makouta,Tiago Fonseca Morais,Rafael Bracalli,Yusupha Njie,Guito,Ilija Vukotić,Filipe Ferreira,Sebastián Pérez Cardona,Paul-Georges Ntep,Luís Santos,Luiz Felipe,Tomás Ribeiro,Nilton Varela,Afonso Sousa,Andrija Luković,Danny Henriques,Carraça,Alioune Ndour,Thibang Phete,Safira,Yohan Tavares,Álvaro Ramalho,Diogo Calila,Pedro Nuno,Sphephelo Sithole,Luís Mota,César Sousa,Christian Marques,Chima Akas,15,4,5,0,1.9,3.3,3.8,0,0
10.0,sex,2021-10-29,20:15,Arouca,1.0,1.3,Tondela,574.0,Estádio Municipal de Arouca,Luís Godinho,/pt/partidas/8a0c8fd1/Arouca-Tondela-2021Outubro29-Primeira-Liga,2,0,4-3-3,4-2-3-1,20.0,12.0,4.0,6.0,11.0,21.0,410.0,539.0,22.0,16.0,6.0,6.0,29.0,10.0,3.0,1.0,11.0,1.0,72.0,72.0,5.0,0.0,1.0,4.0,0.0,0.0,Victor Braga,Quaresma,André Silva,Arsénio Martins Lafuente Nunes,André Bukia,João Othavio Basso,Eboue Kouassi,Pedro Manuel da Silva Moreira,Leandro Miguel Pereira Silva,Abdoulaye Ba,Thales Oleques,Norbert Haymamba,Omri Altman,Adílio Santos,Pité,Oday Dabbagh,Gastón Campi,Eugeni Valderrama,Tiago Esgaio,Pedro Trigueira,Neto Borges,Modibo Sagnan,Pedro Borges,Salvador Agra,João Pedro,Jhon Murillo,Renat Dadaşov,Tiago Melo Almeida,Rafael Barbosa,Eduardo Quaresma,Babacar Niasse,Rúben Fonseca,Juan Manuel Boselli,Manu Hernando,Bebeto,Naoufel Khacef,Tiago Dantas,Ricardo Miguel Martins Alves,4,15,2,6,2.3,3.25,3.1,1,0
10.0,sáb,2021-10-30,17:00,Porto,3.1,0.6,Boavista,31207.0,Estádio Do Dragão,Tiago Martins,/pt/partidas/9cb17030/Porto-Boavista-2021Outubro30-Primeira-Liga,4,1,4-4-2,3-4-3,8.0,10.0,4.0,6.0,18.0,11.0,764.0,380.0,26.0,12.0,7.0,7.0,14.0,14.0,3.0,4.0,5.0,10.0,79.0,68.0,4.0,0.0,0.0,4.0,0.0,0.0,Diogo Costa,Pepe,Iván Marcano,Luis Díaz,Mateus Uribe,Mehdi Taremi,Zaidu Sanusi,Vitinha,João Mário Lopes,Otávio,Evanilson,Agustín Marchesín,Fábio Cardoso,Francisco Conceição,Pepê,Marko Grujić,Wilson Manafá,Sérgio Oliveira,Danny Loader,Alireza Beiranvand,Reggie Cannon,Javi García,Kenji Gorré,Gustavo Sauer,Petar Musa,Tomás Reymão,Nathan,Yanis Hamache,Rodrigo Abascal,Gaius Makouta,Rafael Bracalli,Yusupha Njie,Guito,Ilija Vukotić,Filipe Ferreira,Sebastián Pérez Cardona,Paul-Georges Ntep,Tiago Fonseca Morais,18,8,11,3,1.18,6.5,13.0,2,1
10.0,sáb,2021-10-30,19:00,Estoril,0.4,1.1,Benfica,4128.0,Estádio António Coimbra da Mota,João Pinheiro,/pt/partidas/9ba7bc65/Estoril-Benfica-2021Outubro30-Primeira-Liga,1,1,4-2-3-1,3-4-3,14.0,13.0,4.0,10.0,19.0,27.0,490.0,654.0,15.0,13.0,14.0,11.0,17.0,18.0,6.0,1.0,11.0,10.0,75.0,61.0,3.0,0.0,0.0,2.0,0.0,0.0,Daniel Leite,Carles Soria,Lucas Áfrico,André Clóvis,André Franco,Arthur,Bruno Lourenço,João Gamboa,Nahuel Ferraresi,Joãozinho,Loreintz Rosier,Mosquito,Francisco Geraldes,Chiquinho,Rodrigo Valente,Racine Coly,Leonardo Ruíz,David Bruno,António Xavier,Odisseas Vlachodimos,Álex Grimaldo,Lucas Veríssimo,Jan Vertonghen,Darwin Núñez,Roman Yaremchuk,João Mário,Nemanja Radonjić,Rafa Silva,Julian Weigl,Nicolás Otamendi,Helton Leite,Gilberto,Everton Soares,Soualiho Meïté,Diogo Gonçalves,Pizzi,Gedson Fernandes,Gonçalo Ramos,8,15,2,7,8.0,4.2,1.4,0,1
10.0,sáb,2021-10-30,21:15,Sp Lisbon,1.9,0.5,Guimaraes,21472.0,Estádio José Alvalade,Rui Costa,/pt/partidas/2f261b91/Sporting-CP-Vitoria-Guimaraes-2021Outubro30-Primeira-Liga,1,0,3-4-3,4-3-3,13.0,10.0,7.0,2.0,24.0,15.0,606.0,576.0,21.0,16.0,9.0,8.0,23.0,15.0,3.0,3.0,6.0,9.0,64.0,66.0,2.0,0.0,0.0,2.0,0.0,0.0,Antonio Adán,Matheus Reis,Zouhair Feddal,Sebastián Coates,João Palhinha,Matheus Nunes,Pablo Sarabia,Paulinho,Pedro Porro,Gonçalo Inácio,Pedro Gonçalves,João Virgínia,Bruno Tabata,Jovane Cabral,Nuno Santos,Luís Neto,Manuel Ugarte Ribeiro,Rúben Vinagre,Ricardo Esgaio,Bruno Varela,Toni Borevkovic,Abdul Mumin,Bruno Duarte,Marcus Edwards,André André,Rochinha,João Ferreira,Tomás Händel,Tiago Silva,Helder Sá,Matouš Trmal,Ricardo Quaresma,Rúben Lameiras,Falaye Sacko,Oscar Estupiñan,Alfa Semedo,Domingos André Ribeiro Almeida,,12,12,4,2,1.53,4.2,5.5,1,0
10.0,dom,2021-10-31,15:30,Maritimo,1.4,1.4,Gil Vicente,2106.0,Estádio dos Barreiros,David Silva,/pt/partidas/c299bf79/Maritimo-Gil-Vicente-FC-2021Outubro31-Primeira-Liga,1,2,4-3-3,4-2-3-1,14.0,21.0,4.0,5.0,19.0,12.0,591.0,479.0,11.0,11.0,14.0,16.0,16.0,15.0,1.0,0.0,7.0,11.0,67.0,59.0,2.0,0.0,0.0,4.0,0.0,0.0,Paulo Victor Vidotti,Cláudio Winck,Zainadine Júnior,André Vidigal,Edgar Costa,Diogo Mendes,Xadas,Ricardinho,Pedro Pelágio,Léo Andrade,Vitor Costa,João Miguel Macedo Silva,Matheus Costa,Rafik Guitane,Ali Alipour,Stefano Beltrame,Iván Rossi,Clésio Baúque,Fábio China,Žiga Frelih,José Carlos,Lucas Cunha,Fran Navarro,Kanya Fujimoto,Antoine Léautey,Vitor Carvalho,Rúben Fernandes,Samuel,Talocha,Matheus Bueno,Andrew,Diogo Silva,Emmanuel Hackman,Bilel Aouacheria,Giorgi Aburjania,Boubacar Hanne,Jean,Henrique Gomes,19,14,7,5,2.75,2.9,2.7,1,1
10.0,dom,2021-10-31,18:00,Belenenses,1.3,1.5,Santa Clara,932.0,Estádio Nacional,Vitor Ferreira Fernandes,/pt/partidas/3f35b909/Belenenses-SAD-Santa-Clara-2021Outubro31-Primeira-Liga,2,1,5-3-2,4-2-3-1,15.0,10.0,8.0,7.0,20.0,27.0,511.0,635.0,7.0,3.0,6.0,6.0,33.0,14.0,0.0,3.0,8.0,7.0,84.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Luiz Felipe,Tomás Ribeiro,Afonso Sousa,Andrija Luković,Danny Henriques,Carraça,Thibang Phete,Safira,Chima Akas,Abel Camará,Yohan Tavares,Álvaro Ramalho,Diogo Calila,Nilton Varela,Pedro Nuno,Sphephelo Sithole,Luís Mota,César Sousa,Alioune Ndour,Marco André Rocha Pereira,João Afonso,Mansur,Allano,Anderson Carvalho,Lincoln,Cristian González,Hidemasa Morita,Jean Patric,Pierre Sagna,Ricardinho,Ricardo Fernandes,Andrei Chindriş,Paulo Henrique Rodrigues Cabral,Julio Romão,Rui Filipe Cunha Correia,Luiz Phellype,Mohammad Mohebbi,Hamidou Keyta,10,12,4,4,3.0,2.9,2.5,1,0
10.0,dom,2021-10-31,20:30,Famalicao,1.5,0.5,Vizela,1773.0,Estádio Municipal 22 de Junho,André Narciso,/pt/partidas/28c401c6/Famalicao-Vizela-2021Outubro31-Primeira-Liga,1,1,4-2-3-1,4-2-3-1,17.0,15.0,5.0,2.0,23.0,12.0,586.0,577.0,15.0,19.0,14.0,9.0,12.0,22.0,0.0,1.0,3.0,12.0,69.0,88.0,1.0,0.0,0.0,1.0,0.0,0.0,Luiz Lúcio Reis Júnior,Adrián Marín,Charles Pickel,Ivo Rodrigues,Pedro Brazão,Simon Banza,Dylan Batubinsika,Alexandre Penetra,Pedro Rodrigues,Diogo Figueiras,Heriberto Tavares,Ivan Zlobin,Rúben Lima,Marcos Paulo,Ivan Jaime Pajuelo,Riccieli,David Tavares,Hernán De La Fuente,André Ricardo,Charles,Ivanildo Fernandes,Claudemir de Souza,Hugues Zagbayou,Marcos Paulo,Alexis Méndez,Christian Neiva Afonso,Mohamed Aidara,Koffi Kouao,Nuno Gonçalo Moreira,Guilherme Schettine,Manuel Baldé,Raphael Guzzo,Kiko Bondoso,Samu,Richard Ofori,Gonçalo Cunha,Alejandro Alvarado Jr.,Tomás Costa Silva,14,9,5,3,1.9,3.25,4.2,0,0
10.0,seg,2021-11-01,19:00,Sp Braga,2.0,0.6,Portimonense,6393.0,Estádio Municipal de Braga,Gustavo Correia,/pt/partidas/c2c4a82e/Braga-Portimonense-2021Novembro1-Primeira-Liga,3,0,4-2-3-1,4-2-3-1,13.0,15.0,3.0,5.0,10.0,13.0,637.0,563.0,19.0,17.0,10.0,18.0,25.0,11.0,0.0,3.0,4.0,9.0,71.0,80.0,3.0,0.0,0.0,6.0,0.0,0.0,Matheus,Yan Couto,Diogo Leite,Nuno Sequeira,Almoatasem Al Musrati,Paulo Oliveira,Ricardo Horta,Iuri Medeiros,André Castro,Galeno,Vitinha,Tiago Sá,Abel Ruiz,André Horta,Mario González,Chiquinho,Lucas Mineiro,Fabiano,Roger Fernandes,Samuel Portugal,Lucas Possignolo,Willyan,Fali Candé,Lucas Fernandes,Fahd Moufi,Pedro Sá,Pedrão,Carlinhos,Aylton Boa Morte,Renato Junior,Payam Niazmand,Henrique Jocú,Shoya Nakajima,Luquinha,Filipe Relvas,Giannelli Imbula,Wilinton Aponzá,Iván Angulo,18,5,5,2,1.44,4.5,6.5,1,0
10.0,seg,2021-11-01,21:15,Moreirense,0.5,0.5,Pacos Ferreira,911.0,P.D. Comendador Joaquim de Almeida Freit...,João Ferreira,/pt/partidas/41c50845/Moreirense-Pacos-de-Ferreira-2021Novembro1-Primeira-Liga,1,1,4-2-3-1,4-3-3,13.0,12.0,4.0,7.0,23.0,21.0,611.0,591.0,15.0,15.0,4.0,10.0,28.0,36.0,1.0,3.0,7.0,6.0,92.0,114.0,1.0,0.0,0.0,1.0,0.0,0.0,Kewin,Rodrigo Conceição,Lazar Rosić,Artur Jorge Marques Amorim,Abdu Conté,Fábio Pacheco,Walterson,Ibrahima Camará,Felipe Pires,Gonçalo Franco,Rafael Martins,Mateus Pasinato,André Luis,Yan Santos,Sori Mané,Pedro Amador,Nikola Jambor,Derik Lacerda,Rúben Ramos,André Ferreira,Vitorino Antunes,Maracás,Juan Delgado,Jorge Fernando Santos Silva,Luíz Carlos,Lucas Silva,Flávio Ramos,João Pedro Sousa Silva,Stephen Eustáquio,Nuno Santos,Igor Vekič,Nuno Lima,Hélder Ferreira,Abbas Ibrahim,Zé Uilton,Denílson,Matchoi Djaló,Rui Pires,7,11,1,4,2.4,3.2,3.1,0,0
11.0,sex,2021-11-05,19:00,Gil Vicente,2.6,0.6,Arouca,1694.0,Estádio Cidade de Barcelos,Hélder Malheiro,/pt/partidas/1fcea167/Gil-Vicente-FC-Arouca-2021Novembro5-Primeira-Liga,1,1,4-3-3,4-3-3,14.0,18.0,8.0,1.0,25.0,9.0,671.0,533.0,12.0,12.0,9.0,13.0,14.0,24.0,3.0,0.0,8.0,3.0,104.0,104.0,1.0,0.0,0.0,5.0,0.0,1.0,Žiga Frelih,José Carlos,Lucas Cunha,Pedro Filipe Barbosa Moreira,Fran Navarro,Kanya Fujimoto,Antoine Léautey,Vitor Carvalho,Rúben Fernandes,Samuel,Talocha,Brian Araújo,Emmanuel Hackman,Bilel Aouacheria,Giorgi Aburjania,Boubacar Hanne,Iago Maidana,Henrique Gomes,Matheus Bueno,Victor Braga,Quaresma,André Silva,Arsénio Martins Lafuente Nunes,André Bukia,João Othavio Basso,Eboue Kouassi,Pedro Manuel da Silva Moreira,Leandro Miguel Pereira Silva,Abdoulaye Ba,Thales Oleques,Norbert Haymamba,Omri Altman,Adílio Santos,Oday Dabbagh,Gastón Campi,Eugeni Valderrama,Tiago Esgaio,Marco Soares,16,9,5,1,1.85,3.4,4.33,0,1
11.0,sex,2021-11-05,21:15,Boavista,0.9,3.0,Famalicao,3479.0,Estádio do Bessa Século XXI,Manuel Mota,/pt/partidas/a2791a96/Boavista-Famalicao-2021Novembro5-Primeira-Liga,2,5,4-2-3-1,4-2-3-1,13.0,13.0,6.0,2.0,18.0,11.0,587.0,571.0,16.0,20.0,10.0,11.0,6.0,21.0,0.0,1.0,5.0,8.0,62.0,57.0,5.0,1.0,1.0,3.0,0.0,0.0,Alireza Beiranvand,Reggie Cannon,Tiago Ilori,Kenji Gorré,Gustavo Sauer,Petar Musa,Sebastián Pérez Cardona,Yanis Hamache,Rodrigo Abascal,Gaius Makouta,Tiago Fonseca Morais,Rafael Bracalli,Yusupha Njie,Guito,Tomás Reymão,Ilija Vukotić,Filipe Ferreira,Nathan,Paul-Georges Ntep,Luiz Lúcio Reis Júnior,Alex,Adrián Marín,Charles Pickel,Pedro Brazão,Ivan Jaime Pajuelo,Simon Banza,Alexandre Penetra,Pedro Rodrigues,Diogo Figueiras,Heriberto Tavares,Dalberson,Ivo Rodrigues,Marcos Paulo,Bruno Nascimento,Dylan Batubinsika,David Tavares,Hernán De La Fuente,Pablo,16,15,5,10,4.0,3.3,1.95,1,3
11.0,sáb,2021-11-06,15:30,Vizela,0.9,0.8,Estoril,2095.0,Estádio Do Vizela,David Silva,/pt/partidas/09d25098/Vizela-Estoril-2021Novembro6-Primeira-Liga,1,1,4-2-3-1,4-2-3-1,13.0,16.0,3.0,1.0,16.0,17.0,533.0,583.0,14.0,11.0,11.0,4.0,13.0,15.0,0.0,1.0,9.0,8.0,61.0,80.0,2.0,0.0,0.0,3.0,0.0,0.0,Charles,Ivanildo Fernandes,Claudemir de Souza,Hugues Zagbayou,Marcos Paulo,Alexis Méndez,Christian Neiva Afonso,Mohamed Aidara,Koffi Kouao,Nuno Gonçalo Moreira,Guilherme Schettine,Manuel Baldé,Raphael Guzzo,Kiko Bondoso,Samu,Richard Ofori,Gonçalo Cunha,Alejandro Alvarado Jr.,Tomás Costa Silva,Daniel Leite,Carles Soria,Lucas Áfrico,André Franco,Arthur,Leonardo Ruíz,Bruno Lourenço,João Gamboa,Nahuel Ferraresi,Joãozinho,Loreintz Rosier,Mosquito,Francisco Geraldes,Chiquinho,Rodrigo Valente,André Clóvis,Rui Fonte,David Bruno,António Xavier,12,8,3,6,2.45,3.1,2.9,0,0
11.0,sáb,2021-11-06,18:00,Portimonense,1.1,0.9,Belenenses,1185.0,Estádio do Portimonense SC,António Nobre,/pt/partidas/ed0a7d33/Portimonense-Belenenses-SAD-2021Novembro6-Primeira-Liga,2,0,4-2-3-1,3-4-3,21.0,13.0,6.0,5.0,17.0,22.0,579.0,562.0,8.0,14.0,12.0,4.0,29.0,25.0,4.0,1.0,11.0,5.0,72.0,70.0,5.0,0.0,0.0,4.0,0.0,0.0,Samuel Portugal,Lucas Possignolo,Fali Candé,Shoya Nakajima,Fahd Moufi,Pedro Sá,Giannelli Imbula,Wilinton Aponzá,Pedrão,Iván Angulo,Abraham Marcus,Payam Niazmand,Lucas Fernandes,Fabrício dos Santos Messias,Anderson,Luquinha,Filipe Relvas,Carlinhos,Aylton Boa Morte,Luiz Felipe,Tomás Ribeiro,Pedro Nuno,Afonso Sousa,Andrija Luković,Danny Henriques,Carraça,Thibang Phete,Chima Akas,Abel Camará,Yohan Tavares,João Monteiro,Diogo Calila,Nilton Varela,Sphephelo Sithole,Luís Mota,César Sousa,Alioune Ndour,Christian Marques,14,17,6,4,1.9,3.25,4.33,1,0
11.0,sáb,2021-11-06,20:30,Guimaraes,1.2,1.6,Moreirense,12396.0,Estádio Dom Afonso Henriques,Vitor Ferreira Fernandes,/pt/partidas/0fb8eb52/Vitoria-Guimaraes-Moreirense-2021Novembro6-Primeira-Liga,2,1,4-3-3,4-2-3-1,12.0,10.0,5.0,9.0,19.0,25.0,606.0,526.0,16.0,14.0,3.0,7.0,27.0,18.0,2.0,1.0,13.0,4.0,82.0,87.0,2.0,0.0,0.0,1.0,0.0,0.0,Bruno Varela,Abdul Mumin,Marcus Edwards,André André,André Amaro,Rochinha,Falaye Sacko,Oscar Estupiñan,Domingos André Ribeiro Almeida,Tomás Händel,Helder Sá,Matouš Trmal,Ricardo Quaresma,Rúben Lameiras,Bruno Duarte,João Ferreira,Alfa Semedo,Jorge Filipe Oliveira Fernandes,Tiago Silva,Kewin,Lazar Rosić,Abdu Conté,Fábio Pacheco,Walterson,Ibrahima Camará,Steven Vitória,Derik Lacerda,Paulo Sérgio Mota,Gonçalo Franco,Rafael Martins,Mateus Pasinato,Rodrigo Conceição,Artur Jorge Marques Amorim,André Luis,Felipe Pires,Yan Santos,Sori Mané,Pedro Amador,11,20,5,8,1.45,4.0,8.0,1,0
11.0,dom,2021-11-07,14:00,Tondela,3.7,1.7,Maritimo,700.0,Estádio João Cardoso,Gustavo Correia,/pt/partidas/6dd118f5/Tondela-Maritimo-2021Novembro7-Primeira-Liga,4,2,4-3-3,4-3-3,22.0,24.0,3.0,4.0,9.0,21.0,420.0,548.0,13.0,13.0,27.0,13.0,16.0,11.0,1.0,6.0,9.0,6.0,82.0,97.0,3.0,0.0,0.0,8.0,1.0,0.0,Pedro Trigueira,Modibo Sagnan,Salvador Agra,João Pedro,Jhon Murillo,Manu Hernando,Renat Dadaşov,Tiago Melo Almeida,Iker Undabarrena,Naoufel Khacef,Tiago Dantas,Babacar Niasse,Pedro Borges,Rúben Fonseca,Juan Manuel Boselli,Bebeto,Ricardo Miguel Martins Alves,Rafael Barbosa,Eduardo Quaresma,Paulo Victor Vidotti,Zainadine Júnior,André Vidigal,Edgar Costa,Iván Rossi,Diogo Mendes,Xadas,Ricardinho,Tim Söderström,Léo Andrade,Vitor Costa,João Miguel Macedo Silva,Matheus Costa,Rafik Guitane,Ali Alipour,Stefano Beltrame,Clésio Baúque,Fábio China,Pedro Pelágio,15,20,7,11,2.2,3.2,3.4,3,0
11.0,dom,2021-11-07,16:00,Santa Clara,0.4,2.8,Porto,3745.0,Estádio de São Miguel,Rui Costa,/pt/partidas/e2c0897f/Santa-Clara-Porto-2021Novembro7-Primeira-Liga,0,3,4-3-3,4-4-2,13.0,14.0,1.0,8.0,8.0,25.0,392.0,726.0,21.0,19.0,15.0,15.0,35.0,6.0,2.0,2.0,7.0,9.0,72.0,75.0,3.0,0.0,1.0,2.0,0.0,0.0,Ricardo Fernandes,João Afonso,Mansur,Allano,Lincoln,Cristian González,Rui Filipe Cunha Correia,Hidemasa Morita,Rui Costa,Pierre Sagna,Ricardinho,Rodolfo Furtado,Rafael Ramos,Kennedy Boateng,Anderson Carvalho,Paulo Henrique Rodrigues Cabral,Julio Romão,Jean Patric,Luiz Phellype,Diogo Costa,Pepe,Luis Díaz,Mehdi Taremi,Zaidu Sanusi,Marko Grujić,Chancel Mbemba,João Mário Lopes,Otávio,Sérgio Oliveira,Evanilson,Agustín Marchesín,Fábio Cardoso,Francisco Conceição,Pepê,Jesús Corona,Vitinha,Bruno Xavier Almeida Costa,Toni Martínez,3,23,1,10,8.0,4.5,1.4,0,1
11.0,dom,2021-11-07,19:00,Pacos Ferreira,0.7,2.1,Sp Lisbon,5903.0,Estádio da Capital do Móvel,Luís Godinho,/pt/partidas/d78e0657/Pacos-de-Ferreira-Sporting-CP-2021Novembro7-Primeira-Liga,0,2,4-3-3,3-4-3,14.0,12.0,4.0,10.0,15.0,28.0,464.0,614.0,9.0,11.0,9.0,8.0,17.0,21.0,1.0,2.0,11.0,6.0,81.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0,André Ferreira,Vitorino Antunes,Maracás,Juan Delgado,Jorge Fernando Santos Silva,Luíz Carlos,Lucas Silva,Flávio Ramos,João Pedro Sousa Silva,Stephen Eustáquio,Nuno Santos,Igor Vekič,Nuno Lima,Hélder Ferreira,Abbas Ibrahim,Zé Uilton,Denílson,Matchoi Djaló,Rui Pires,Antonio Adán,Matheus Reis,Sebastián Coates,João Palhinha,Matheus Nunes,Nuno Santos,Pablo Sarabia,Paulinho,Gonçalo Inácio,Pedro Gonçalves,Ricardo Esgaio,João Virgínia,Zouhair Feddal,Bruno Tabata,Jovane Cabral,Manuel Ugarte Ribeiro,Rúben Vinagre,Tiago Tomás,Daniel Bragança,9,20,1,8,7.0,3.8,1.5,0,0
11.0,dom,2021-11-07,21:15,Benfica,1.8,0.7,Sp Braga,40577.0,Estádio do Sport Lisboa e Benfica,Artur Soares Dias,/pt/partidas/d08058d1/Benfica-Braga-2021Novembro7-Primeira-Liga,6,1,3-4-3,3-4-3,13.0,12.0,2.0,6.0,8.0,16.0,804.0,504.0,11.0,21.0,13.0,4.0,16.0,10.0,8.0,2.0,1.0,2.0,45.0,58.0,3.0,0.0,0.0,2.0,0.0,0.0,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Lucas Veríssimo,Jan Vertonghen,Everton Soares,Darwin Núñez,João Mário,Rafa Silva,Julian Weigl,Nicolás Otamendi,Helton Leite,Soualiho Meïté,Haris Seferović,Roman Yaremchuk,Diogo Gonçalves,Pizzi,Paulo Bernardo,Gonçalo Ramos,Matheus,Diogo Leite,Nuno Sequeira,Almoatasem Al Musrati,Abel Ruiz,Lucas Piazon,Paulo Oliveira,Ricardo Horta,Fabiano,André Castro,Galeno,Tiago Sá,Yan Couto,André Horta,Mario González,Lucas Mineiro,Iuri Medeiros,Moura,Bruno Rodrigues,12,8,9,4,1.57,4.0,5.75,4,1
12.0,sex,2021-11-26,20:15,Moreirense,1.8,1.3,Gil Vicente,1015.0,P.D. Comendador Joaquim de Almeida Freit...,Manuel Oliveira,/pt/partidas/0a3192d5/Moreirense-Gil-Vicente-FC-2021Novembro26-Primeira-Liga,2,2,4-3-3,4-3-3,19.0,13.0,5.0,5.0,14.0,16.0,461.0,642.0,10.0,8.0,8.0,4.0,22.0,24.0,2.0,0.0,3.0,9.0,72.0,99.0,3.0,0.0,0.0,5.0,0.0,0.0,Kewin,Lazar Rosić,Abdu Conté,Fábio Pacheco,Ibrahima Camará,André Luis,Felipe Pires,Yan Santos,Steven Vitória,Filipe Soares,Paulo Sérgio Mota,Mateus Pasinato,Walterson,Sori Mané,Pedro Amador,Nikola Jambor,Derik Lacerda,Rúben Ramos,Gonçalo Franco,Žiga Frelih,José Carlos,Lucas Cunha,Pedro Filipe Barbosa Moreira,Fran Navarro,Kanya Fujimoto,Vitor Carvalho,Rúben Fernandes,Samuel,Talocha,Murilo Costa,Brian Araújo,Emmanuel Hackman,Bilel Aouacheria,Antoine Léautey,Jean,Iago Maidana,Henrique Gomes,Matheus Bueno,15,14,4,8,2.37,3.0,3.2,0,0
12.0,sáb,2021-11-27,15:30,Famalicao,1.6,0.3,Portimonense,3111.0,Estádio Municipal 22 de Junho,Fábio Veríssimo,/pt/partidas/5b39c1e3/Famalicao-Portimonense-2021Novembro27-Primeira-Liga,0,3,4-2-3-1,4-2-3-1,16.0,10.0,8.0,3.0,31.0,10.0,573.0,516.0,19.0,15.0,7.0,14.0,11.0,30.0,2.0,3.0,5.0,17.0,57.0,89.0,1.0,0.0,0.0,3.0,0.0,0.0,Luiz Lúcio Reis Júnior,Alex,Adrián Marín,Charles Pickel,Ivo Rodrigues,Pedro Brazão,Ivan Jaime Pajuelo,Simon Banza,Alexandre Penetra,Pedro Rodrigues,Diogo Figueiras,Dalberson,Marcos Paulo,Bruno Nascimento,Riccieli,Dylan Batubinsika,David Tavares,Hernán De La Fuente,Lawrence Ofori,Samuel Portugal,Willyan,Fali Candé,Fabrício dos Santos Messias,Shoya Nakajima,Fahd Moufi,Pedro Sá,Pedrão,Iván Angulo,Carlinhos,Aylton Boa Morte,Ricardo Abel Barbosa Ferreira,Ewerton,Anderson,Luquinha,Filipe Relvas,Giannelli Imbula,Wilinton Aponzá,Renato Junior,20,6,2,2,1.8,3.25,4.5,0,2
12.0,sáb,2021-11-27,18:00,Arouca,1.1,0.7,Boavista,988.0,Estádio Municipal de Arouca,João Pinheiro,/pt/partidas/d1a427bd/Arouca-Boavista-2021Novembro27-Primeira-Liga,2,1,4-3-3,4-2-3-1,14.0,23.0,2.0,1.0,22.0,15.0,576.0,524.0,12.0,18.0,12.0,9.0,5.0,32.0,2.0,2.0,8.0,8.0,81.0,90.0,3.0,0.0,0.0,4.0,0.0,0.0,Norbert Haymamba,Quaresma,Arsénio Martins Lafuente Nunes,André Bukia,João Othavio Basso,Oday Dabbagh,Eboue Kouassi,Pedro Manuel da Silva Moreira,Leandro Miguel Pereira Silva,Gastón Campi,Thales Oleques,Victor Braga,Brunão,Omri Altman,Adílio Santos,Pité,Eugeni Valderrama,Antony,Tiago Esgaio,Alireza Beiranvand,Kenji Gorré,Gustavo Sauer,Petar Musa,Yusupha Njie,Ilija Vukotić,Jackson Porozo,Nathan,Yanis Hamache,Gaius Makouta,Pedro Malheiro,Rafael Bracalli,Guito,Tomás Reymão,Manuel Namora,Filipe Ferreira,Paul-Georges Ntep,Tiago Fonseca Morais,Luís Santos,8,13,6,2,2.05,3.2,3.8,1,0
12.0,sáb,2021-11-27,20:30,Belenenses,0.0,3.6,Benfica,6096.0,Estádio Nacional,Manuel Mota,/pt/partidas/3606bc7a/Belenenses-SAD-Benfica-2021Novembro27-Primeira-Liga,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,0,11,15.0,5.75,1.2,0,7
